Handle,Max Rating,Result
Katel,1431,Yes
Kt.ywang,1408,Yes
PrateekTewary,1450,N/A
Shailabh10989,1443,No
___Priyanshu__Aggarwal,1442,No
betusingh890,1473,N/A
clover_codes,1491,No
noob1204,1420,N/A
saifsweelam,1405,Yes
xiezijie,1489,N/A
Dipra_Irham,1475,No
GOURAB,1584,No
Jackofalltradess,1409,N/A
Kicamon,1487,No
Meekys,1410,Yes
arsh_v,1439,N/A
dakshat,1403,No
heavierfire,1416,No
rag_221B,1578,Yes
rho01,1538,N/A
vqtien,1420,No
Melecichu,1402,N/A
Pirate-King,1422,Yes
ROADTOBURNTHESUN,1730,No
Saurav_Kumar,1441,N/A
Tanzim411,1455,No
The_first_in_the_world,1446,N/A
arcube_01,1462,Yes
ardeshirelahdadi,1413,N/A
harsh_pandey_2003,1559,Yes
ipavrus,1589,No
k_ano,1410,N/A
kinanalt,1476,No
lamdungvngdz,1441,N/A
nayan21100,1407,Yes
nisritha35,1534,No
novaa,1477,N/A
ultraraze,1426,No
Rahat_Khan_Pathan,1560,No
SADIQ_insD,1425,N/A
Sniper_Misa,1473,No
ampish,1508,N/A
ekeshwarj5,1473,Yes
greenbinjack,1599,N/A
lregion,1420,Yes
petertromso,1650,N/A
pranpotatocracker,1421,No
