Handle,Max Rating,Result
dkjha20,1870,No
hamuim,1875,No
jiazhichen844,1870,No
k1suxu,1946,No
ococonomy1,1962,No
vhnvn,2295,N/A
woee,1870,No
414sboy,1884,No
BTeEnonya,2022,No
CHYYYY,1909,No
Gachan12,1980,No
Sir_Ahmad_Imran,1869,No
beshoyhany,1869,N/A
dirac_de,1869,No
richardl02,2086,No
yxzy,1869,No
21cs01033,1955,No
HAPPY_JUST_OK,1868,No
HitoriGotoh,2009,Yes
cormacc,1993,N/A
flygon,2043,Yes
kiwiyou,1958,N/A
robotolev,2013,N/A
shiraho,1909,No
tilenn,1868,N/A
EzikBro,1996,N/A
Rudovich,1881,N/A
Wzh134009181,1891,No
bdfs_then_CSDN,2004,N/A
rahul_shrestha,1867,Yes
Alireza,2039,N/A
Amdadul,1866,Yes
asdfgrace,1866,Yes
nh_nayeem,1977,No
Azm1t,2017,N/A
Baelz,1865,No
IvanD,1865,No
LiZnB_love_ZX,2077,No
Okimoto,1942,No
flamestorm,2059,N/A
AGG,1970,No
Cyber_Wolf,1864,Yes
I_love_BrayanD,1864,No
Sam_Saleh,1923,No
Skarekrow,1927,Yes
Tainel.,1926,N/A
_Rn,1897,No
firexial,1864,No
fluffy_the_squirrel,1878,No
manitianajay45,1976,N/A
mikyoch,1912,No
onehow,1982,No
siddhugzp,2119,N/A
system_1,2040,N/A
AryRDW,2005,N/A
Elza_York,2040,No
Erinyes,1956,No
RandomBee,1863,No
Yldar,2108,N/A
_BANKAI_,1863,No
ms_crystal_ship,1966,N/A
piggy123,1937,No
tosivanmak,1867,N/A
xinyster,2015,No
AdhityaMangudy,1944,No
HoshinoAi,2055,No
khangai11,2083,N/A
serifefedartar,1889,No
C0de_Beast,1943,N/A
Firestone,2054,Yes
Leonardo16,2064,N/A
YangJackie,1861,No
guominzhengdang,1964,No
hamidh100,1861,No
jueeng,1861,No
syz_,1901,
Eas0n2009,1860,
HuiZi,1860,
pnlong2706,1886,
yvbf,2091,
Double-Happy,2006,
LYYYLYY,2021,
Shirabuki,1911,
_helloLad,1957,
cbyyx_0,1930,
rbjwnb,1859,
user10086,1920,
yoda4000,1859,
CTHOOH,1901,
Itachi_Uchiha13,1992,
MayankAg,1967,
SStinny,1858,
cjoa,2070,
kaztaev,1913,
requiem,1876,
scrg,1867,
FoxLouis,2009,
Icontofig,1924,
Namine,1857,
WingsyTsubasa,1857,
coldwind9029,1880,
dmraykhan,1988,
moonpay,1901,
nicolasalba,1891,
skyhgzsh,1973,
vrishavgarg28,1883,
-this-is-ohp-,1912,
IEluan,2019,
ezahid1662,1856,
martin0327,1986,
FzArK,1989,
Newtech66,2157,
WAPretest2,1878,
iwew,1956,
vrcoder045,2037,
Kriz_Wu,1977,
_shakespeare_,1854,
bigDuck,2056,
frog007,1854,
pop_back,1854,
shouxhy,1964,
zwu2021016689,1854,
Palbudir,1855,
berekuk,2242,
iamcclocation,2003,
lemonilemon,1915,
pengin_2000,2150,
Final_Track,1852,
Lesser_Lord_Kusanali,1852,
ZmkzOWYyOHcwdWo4cj,1905,
a6z,1852,
faris007,1852,
shumast,2070,
slaking,1929,
woruo27,2043,
zjr027,1852,
Fritz_97,1999,
Srivardhan_M,1851,
shjeong,1851,
thisislike_fan,1892,
tushar_314,1851,
BudiArb,2130,
chiki_2d,1883,
ksu_,1903,
q1w2e3r4_1,1850,
sigma-yyf,1850,
DanielMontes,1890,
LuckyRandom,2047,
Magician_Mathematician1,1856,
jaime_spat,2165,
josewxy,1849,
mnxcv,1870,
yb13558h,1849,
zwp111,1849,
CatnipIsAddictive,1864,
gopikrishna000,1848,
nikolozi12,1848,
Aurora_xz,1953,
J_Jonah_Jameson,2090,
JorgeIbanez,1849,
___dreamer__,1897,
hanime,1847,
Raj_Aditya,1849,
cool_ssh,1903,
zhangmingzu,1846,
3sFening,1845,
Amoussss,1845,
AuroraAlaska,1950,
Farr,1895,
GuilhermeCdM,1928,
LordOrbit,1970,
_abTahi_,2048,
hakaishin_3182,1890,
hjcc,1845,
