Handle,Max Rating
1234567891,1981
AkshunyaVijayvargiya,1799
Ramez__,1793
Renal,1736
_lao_ya,1870
giao1,1736
sleepntsheep,1823
wsy20080329,1891
zgock,1841
_kingpin__,1738
new2ac,1790
Jean7,1734
dtta,1864
