Handle,Max Rating,Result
Code_it_Light,1500,No
Escape,1461,Yes
MahnoButItsNoob,1417,No
Mukesh_8083,1417,No
SaraXorSaraXorSara,1550,No
ShoaibAli007,1426,No
Spandy13,1501,No
Vegetog,1449,Yes
Vengeance7,1540,Yes
Vineet_RaoSahab,1434,No
aayushgupta023,1559,No
andreslel,1666,No
aruniscoding,1429,No
ayush1501garg,1417,No
chain_smoker_admin,1463,No
cupcake123,1514,Yes
jainaditya8464,1554,No
janekri,1683,N/A
jilowa4321,1460,No
lonecoder09,1608,No
morariu.tudor,1461,No
my_please,1417,No
porkchops,1422,No
relixer,1524,No
rishcursion65536,1465,No
schmidt73,1417,No
seyjs,1417,No
shwet_sagar,1423,No
sxcx,1417,No
windows_fleon,1417,No
yoogi_kov,1524,No
1nvince,1463,N/A
EvenToWorldFinal,1416,N/A
Iura_Shch,1533,N/A
JKJeong,1856,N/A
MK18,1416,No
SamurayJack,1480,Yes
Sayleyd,1416,N/A
Shadow___Monarch,1416,N/A
Vik_555,1416,N/A
Xbir,1635,N/A
ayushsahu_123,1437,N/A
clemenceparis,1436,N/A
cpdojo,1416,No
divu_jn,1467,No
divyansh_7310,1456,No
gglmao,1416,No
iammayank,1437,No
jjw123,1467,No
kartik_garg163,1639,Yes
lomta,1416,No
maggiechips,1453,No
mamodul-kabir,1565,N/A
nasam,1432,No
om4rr,1416,No
pancake5000,1490,No
sahilkumar_1,1574,No
sisanjiujiu,1672,Yes
the_unseen_jr,1563,No
thefirstnumber777,1451,No
value0,1488,Yes
Ahnaf.Shahriar.Asif,1798,N/A
Atharva_2152,1428,No
BKDN23.Rye,1504,Yes
Divyam_Sharad,1415,N/A
Glitch00,1487,No
Hajmola,1415,No
KAZHYI,1526,No
Kurakkoheaddo,1415,N/A
Kushagra_18,1521,No
Mohammad_Waleed_Alseddir,1473,No
QianSui,1524,No
RandomGuy124,1415,No
Tadas,1689,N/A
Temporary_Name,1443,N/A
Ultimus007,1439,No
Voga,1498,No
Yosuganosora,1415,No
arthpatwari,1463,N/A
boolean_byte,1415,No
dalvimangesh000,1438,No
dedsec2.0,1415,No
dinzihan,1708,No
divyateja,1457,N/A
imtiaj.zero,1452,Yes
jay_2688,1415,No
jooncco,1486,N/A
kekenx,1522,N/A
l_obster_,1415,No
omtheprogrammer1,1415,No
raudel25,1415,No
rigvedinho,1462,No
rrrrrzzzzzyyyyy,1415,No
shuind,1445,N/A
smyk1,1415,No
Anonymous434,1465,No
Close_enough,1428,Yes
Gainsboroow,1494,N/A
Hurtz,1542,No
Idonnottknow,1414,No
Ignite_99,1493,No
Manoush,1479,Yes
RiJeongHyeok,1414,No
Salty__fish,1414,N/A
bebera,1663,Yes
donj12180,1414,No
duck0311,1414,No
eriksen123,1460,Yes
fancf,1443,No
mere_papa,1431,No
mrRichard,1626,No
utkarsh_raj_13,1460,N/A
woolgatherer,1527,No
10086rrt,1429,N/A
6668889,1432,Yes
Anodite,1413,No
Artistic_Conjurer,1587,No
Aryan_Shrivastava,1413,No
CF22190218,1413,N/A
Cosysl,1511,No
DrMattsuu,1501,N/A
I_Love_haiender288,1413,No
Jackyjuman,1446,N/A
JainMudit,1472,No
Jester611,1782,Yes
Yash_92,1501,Yes
abhishek21ee10003,1413,Yes
abhishek_0123,1413,No
arnav31,1427,No
date3k2,1413,N/A
dmitrii_andriianov,1449,Yes
hrill,1413,No
raman2402,1443,No
shawon.majid,1414,No
vector123,1575,No
1234567qeq,1412,No
AndrewPav,1453,No
Arvi_saleque,1438,N/A
Benedicte,1475,No
Blmppes,1412,No
Hansel_Rock,1443,No
Hitham,1576,N/A
IAmiron,1412,No
LQ1120241921,1440,No
LeoMinor,1483,No
NeedGM,1412,Yes
Psychotic_P,1437,No
Trying_To_Do_Better,1412,No
Uchiha98,1433,No
Water_mage,1429,No
abhishek_ohm,1532,No
alimzhanludoed,1412,No
ashutoshpareek2205,1412,Yes
dilanyan,1490,No
dongzheren,1412,No
dwen,1412,No
harshit7650,1486,No
kaustubhkaty,1412,Yes
nhatvpm,1412,No
pipixia-9527,1412,N/A
pnzrdlr17,1576,No
qyang0506,1412,No
sanic06,1412,No
sr3q_mk,1553,Yes
BlueThunder,1465,Yes
BogdanKulagin,1447,No
Ecstiar,1486,N/A
Fury_04,1411,No
Just_sri,1656,No
Kaor1,2140,Yes
MahmoudMamdouh13,1411,Yes
Marsrayd_is_a_Super_do_M,1411,No
RaresPoinaru,1411,No
Rydolf_sikorski-Baal,1467,N/A
Sunlight9,1537,No
_Demon_,1459,No
abdelhadymohamed,1458,No
am_khan0,1491,Yes
asteriskzie,1725,Yes
bhaskar0408,1411,No
dxm,1538,No
great_cicada,1411,Yes
ilija_IR_13,1503,N/A
modularinverse,1411,No
prizer,1567,N/A
timurkn,1449,N/A
vish_vesh,1411,No
Anushkag_21,1410,N/A
BhavyaGupta,1410,No
Carbrex,1441,No
CodeGPT,1410,N/A
Faizan2.0,1693,N/A
Gaomer,1472,No
HaisTous,1410,No
IBMG,1476,N/A
Plotva,1410,Yes
Slightone,1431,No
SongJl,1410,N/A
YashBihany,1474,No
amansingh81757,1415,No
amen.xa,1421,Yes
ayushs8800,1413,Yes
borwen,1410,No
cbmano,1519,No
dazai_chan,1410,N/A
devasadbe,1410,Yes
ebesso,1451,No
hsayhsay,1659,N/A
im_Komal,1554,No
kinitic013,1449,No
kramasamy90,1410,No
liuzheng,1500,Yes
mtppp,1697,N/A
my_precious,1643,Yes
princeayush04,1539,No
ramansain,1426,No
ronit.chhikara,1474,No
shriram0558,1462,No
techie-arpit,1450,No
welen,1493,N/A
yingcangzhe1122,1410,No
A.Hazem_2003,1409,N/A
Dranonite,1409,Yes
DualRed,1468,No
G.Strawn,1465,Yes
HashBuke,1409,N/A
Jabed_Iqbal_Joy,1561,Yes
JuHor,1409,No
KI-RA,1462,N/A
Muted_slow,1409,Yes
NiskashY,1490,No
Tahmid76,1767,N/A
_Taso_,1413,No
bot1132,1409,N/A
cruelkratos,1409,Yes
gogo11,1430,No
kyasa,1459,N/A
lifeadventurer,1412,N/A
lozergam,1454,Yes
mrhga_incognito,1487,N/A
paul_fbg,1409,No
prakhar2704,1452,Yes
pro_musu,1675,N/A
rising_10rath1213,1409,Yes
royal_raghvan1,1453,No
saiprem_k,1441,N/A
tkdanhk2k10,1482,No
vineeshmittal19,1409,Yes
zsyzwj,1474,No
1263,1408,No
Class_,1464,No
Lambd47,1408,N/A
Manga_10,1408,No
Shnatan,1506,No
cai_lian_2023,1408,No
crimcrim,1489,N/A
jyh2639068489,1459,No
kenzo19,1426,No
liudonglin,1408,No
miles_morales,1575,No
prathamesh.pawar,1598,N/A
shahi_45,1408,No
vipuljain09,1501,No
zhouzepeng_2023,1408,N/A
zoro2000,1509,No
2516_lord,1411,N/A
561206ma,1496,No
Amay12,1535,No
Ayush_86,1407,No
FrozenTears,1407,No
GuilhermeKK,1407,No
Hunny_Bunny,1540,N/A
LH.,1546,Yes
Lushaojie,1451,Yes
MinaRaouf,1484,No
PurpleGym,1478,No
RTXCR7,1465,No
Sorace,1497,No
StepanDv,1407,N/A
Vinayak2,1449,No
blackavar,1445,No
chp20030623,1407,No
fredreicc_,1532,No
harsh_8484,1489,N/A
marcktony,1453,N/A
mihajlovskijr,1407,No
not_Rangan,1498,Yes
sadra_,1484,Yes
susanzhishen1234,1600,N/A
tangy_potato,1459,No
twix_85,1431,No
xiangji,1407,No
1divergent1,1416,N/A
Abdo_Hany,1432,No
Ebiswas7516,1556,No
JourneyBoy,1406,Yes
KalaJadu_,1547,No
MZG_,1573,N/A
SusFring,1536,No
VigneshwaranMahadevan,1406,No
XYukari,1406,No
a_z_c,1406,N/A
hnust_xxq,1406,No
jainaashay1000,1406,No
julondonor,1422,No
justsurfing,1434,No
lokesh_sai,1499,No
wly666...,1522,Yes
AcleverPig,1405,No
AshcoOoOdel,1535,Yes
BeanBurrito,1429,No
Cristian_MCG,1539,No
DAIXIAOLONG,1405,No
EtoHDbratik,1405,No
FilipL,1405,Yes
JEE_MAIN_LOOSER,1672,N/A
Orifkhon,1441,No
Sad_oh1ld,1442,No
__Dreamboat,1405,No
awayyy,1571,Yes
bkdn23.shuneo,1415,No
cuong2905say,1569,No
dazai119,1405,N/A
dummy_26.7,1405,No
hdbvh,1489,No
ishraqfatin7,1449,N/A
kagariet01,1405,No
liangjiaqi,1477,No
practice05,1405,No
ukr.25,1454,N/A
0Recoil,1512,No
Evadra_jiangly,1582,N/A
FelderQwQ,1404,No
HDA,1535,No
I_know_8,1506,N/A
Nerditya,1404,No
Risonymous,1462,No
SergHambardzumyan,1534,N/A
Shreyan_12,1404,No
Sowrav_Nath,1427,No
Takaii,1491,Yes
TheNeverChosen,1500,No
UIYZi,1609,No
Yugaaditya_Achhara,1443,N/A
_Femnop_,1535,No
devot_e,1465,No
gargvinayak444,1479,No
inceptionabhi,1404,No
jvatsal0709,1404,N/A
kiNkraD,1423,No
nase7faraj,1447,No
orange_trie,1774,N/A
parth_kayal,1404,N/A
thesuaveguy,1439,No
weixi.,1404,No
ARITRASEN_2003,1412,No
Adarshs_270,1411,No
Atokensis,1503,N/A
Emon_72,1591,No
Gabz_Gabz,1563,No
ImShimla__,1540,Yes
Kirito2546,1403,Yes
Marios.K.R.Marouditsis,1403,N/A
Psi_Reborn,1585,Yes
ShahidulMiraj,1446,No
Tanish.TST,1511,No
Teranj,1403,N/A
Ventasoul,1403,No
_shoaib_221,1538,Yes
abhishekHero,1632,No
down__,1412,N/A
litterdog,1469,N/A
