Handle,Max Rating,Result
eucalyptus,1884,No
hungt58,1651,N/A
mpxsuyzmk3008,1964,N/A
particant,1725,N/A
regirock,1657,Yes
shrohit_007,1674,N/A
vijay_katari23,1690,No
yh2021shx,1679,N/A
65_67_77,1682,No
Ayush_ag,1754,No
RandomCar,1708,No
SU00YU,1649,N/A
Wqq2022214662,1649,No
ZaunDXS,1649,No
atsuki,1649,N/A
cantRest,1710,No
chlalstjr,1798,No
mohit13579_,1649,N/A
ongyiumark,1792,N/A
shivn,1687,No
still_loading,1649,No
tnaito,1939,N/A
weawemam,1702,N/A
zydddd,1709,No
AndyXu,1673,N/A
Arcsaber200,1648,No
ChenQL666,1750,N/A
Fourty_Seven,1648,Yes
GabrielXu,1656,N/A
Islam_Imad,1648,No
LeeJiaHua,1700,N/A
Yufi1210,1648,No
aubreyvishal,1731,No
baibaiouo,1654,No
byyq,1898,N/A
hbatata11,1648,Yes
keep1earning,1648,No
sTepbysTep723,1648,No
tarun_kishore,1652,No
tushargoyal1,1648,Yes
yexisu,1648,No
zxr123,1748,No
AIphaZero,1789,No
Ieathamcheesebugers,1693,Yes
NM_Mehedy,1647,No
Sloth_junkie,1647,Yes
ab121,1788,No
budu7,1691,No
heropro,1647,N/A
jayeshasawa001,1647,N/A
liujiameng,1647,No
rishabhprasanna,1748,No
steven_cnyali,1665,N/A
ycccc319,1708,Yes
3bdo_Farah,1735,N/A
EthanH3514,1646,No
I_Love_Dota,1802,Yes
I_love_IldarKA,1849,N/A
Its_Joe,1646,No
Ryu204,1841,Yes
Steve_Tu,1670,N/A
Zinn,1710,N/A
aayush_chhabra,1827,No
cdx123456,1737,N/A
jiamengtong,1646,No
samhitap,1680,N/A
ye_to_easy_hai,1648,No
zERo_Inf,1646,No
ALeonidou,1645,No
AliRagab313,1645,N/A
Egormi7,1645,No
Guevara74,1645,N/A
Homie_Lander,1663,No
Looo,1719,No
Maatt,1645,Yes
MarwenElarbi,1645,No
Vanjanja,1747,N/A
chakrala_s,1645,No
cyrxdzj,1758,No
gtheoden42,1704,N/A
harshil2004.hj,1684,No
jican000,1645,No
kenzo.nobre,1954,N/A
ly2003,1747,Yes
sarveshkulkarni5,1645,No
shivam_360,1645,No
slcx,1645,No
xyxoro,1680,Yes
E777slam,1652,No
Fighter_sky,1657,No
IskhakKutBilim,1685,No
ItsLastDay,2314,N/A
Pervushev,1868,No
Pravin2020,1817,No
SirajUddin,1644,No
Tang__Tang,1644,No
XZQQWQ,1644,No
Xiaohuba,1644,No
Zinc-acetate,1674,No
_AhmedKamal_,1644,Yes
laalci_baba,1709,No
momoyao,1771,No
remake2023,1751,Yes
taras_2_2,1644,No
vibhug507,1865,No
1-96,1681,No
Jason_Jiang,1649,No
Jungly,1709,No
SunlightZero,1682,No
ansh,1787,N/A
hanbro0112,1692,Yes
ibimschecker,1643,No
jiangzhihui,1686,Yes
raktcharita2000,1656,No
yimuhua,1732,Yes
Agimadeev2026_off,1642,No
BusIgor,1939,N/A
E003219,1746,No
Eldar_H1,1642,No
Favel,1642,No
Green_is_best,1684,No
Grieg,2107,N/A
Haire,1656,Yes
MirioTogata,1745,No
NortGlG-,1684,Yes
T9Sasha,1658,No
TheForsaking,1693,No
a_l_i_r_e_z_a,1710,No
anuj_anand,1815,No
gosse,1642,Yes
hritik426,1738,Yes
praneeth6116,1642,No
random.cpp,1693,No
rebornndisillusioned,1987,No
ryanright,1734,No
whutzym,1652,Yes
ycx2010,1692,No
zjaaa,1642,No
-XXP-,1678,Yes
4444nomp,1770,No
Abel51,1764,No
MasterofsnippetS,1784,No
Omiya_Shinobu,1641,No
Play_With_Mino,2012,N/A
brute_forceCE,1824,N/A
chinh2006,1641,No
dyno_playground,1727,No
dzhi,1788,No
kadamrohan0215,1641,No
killer_2011,1641,No
marinkaa,1796,No
nowayjose,1706,Yes
umang_singla,1707,No
vigilant_coder,1641,No
xish,1906,N/A
ztl58553116,1641,N/A
AhmedM00,1640,No
Azaml,1742,No
MayankSavaliya,1640,No
PotatoPower_,1640,No
Sarthak3204,1696,No
Valee,1711,N/A
Xorx7,1777,No
_believe,1689,Yes
abhilash_8642,1731,No
devil_duck,1780,Yes
dilwala_21,1666,No
hvbird,1695,No
importlogic,1782,No
libantian,1640,No
licer,1640,No
minipaoxiaomo,1640,No
sahaun,1817,No
shivaram_22,1935,No
shubhu11,1640,Yes
zengjun,1640,Yes
Dead_Stone,1639,No
FlyingFeather,1652,Yes
Suliman_Awad,1648,N/A
Tehjeeb,1823,N/A
Vaibhav_Kumar,1804,No
alexkrunker,1724,No
altdegilim,1639,No
assazzin_2,1654,Yes
bkdn23._N_H_A_T_,1639,No
chaitanyad81,1639,No
harsha24,1722,No
lazar3141,1749,Yes
psn2706,1752,N/A
rahulwadhwa157,1639,No
tanakanotarou2,1681,No
xiojoy,1674,No
Ahmed_Ghazal,1638,No
Explode,1675,No
ForDiv3Only-DontGoBlue,1638,No
Huanmwk,1645,No
IanISam,1961,No
KushBansal,1759,No
Mohammad.Nour,1783,N/A
ThiagoSDQ,1719,N/A
YatinUtreja,1705,No
ayush_malviya,1657,Yes
cjc__orz,1702,No
eloipages2,1638,No
hbx,1638,No
samliu12,1638,No
uditpd3000,1638,N/A
yopade9157,1638,No
Abdelaleem-OR-Yousef,1717,No
Abo_alzeek,1637,N/A
AnCheng,1637,No
BoosterImpulse,1637,No
JML,1785,No
JP099,1637,Yes
Master_Rao,1637,No
MohamedSameh,1698,N/A
Neo_here,1706,No
TLEphage,1716,No
WataHata,1637,No
agrim07,1657,N/A
another_fake_account,1803,No
mhgishere,1696,Yes
nannan_servant,1637,No
norising,1637,No
to_be_or_not_to_be,1962,Yes
tourist_killer,1637,No
BuGaiBaiBuGai,1929,No
Champion_PATEL,1636,N/A
Gedawy,1636,No
Hawara,1689,Yes
KEMET_KNIGHT,1713,N/A
Krishna_kumar,1644,No
RemBinary,1709,No
jypiter,1636,No
kauperwood,1661,No
manan_chhajed,1636,N/A
quocthinh2k4,1636,N/A
sambhrant_07,1636,No
shevchyk1,1636,N/A
tuananh238,2076,N/A
zengls,1636,No
Recpby,1635,N/A
Reetesh_12345,1721,No
Stepan777,1635,No
alan10086,1681,N/A
ananydhamija507,1856,N/A
ashwat_thama,1641,Yes
daddyHOT,1768,No
dak_8055,1635,Yes
dqjm,1873,Yes
errormakers,1836,N/A
isolated_island,1635,No
magurofly,1822,No
onlycre,1638,N/A
redproject,1668,No
sjoonmin07,1638,No
Alexit,1861,N/A
Flyed,1644,Yes
JoenPoenMan,1634,No
NaveeN_42,1634,N/A
RUPTURED_KnaPSacK,1796,No
RickeyZ,1634,N/A
SeaYellow,1740,No
ZXPeach,1685,N/A
banmkh6,1728,No
bnxcvd,1634,No
cmdgbb,1634,Yes
dancer16,1684,N/A
krzkos,1640,N/A
moradiya84,1637,N/A
psplvlg,1816,No
sketcher_knight,1634,No
suuuiii,1634,N/A
Aadey_Shah,1641,No
Abwbkr,1732,Yes
CodeTN,1633,No
Conqueror_of_Olympia,1637,N/A
Pan1n,1633,No
Prabhav10,1651,No
Sreedhar3210,1729,No
_Kushagra__,1744,N/A
charanaaa,1752,No
devanshu-08,1682,No
ggbetgamer22,1642,N/A
iktk,1761,No
kangli,1633,No
lanthanhcao,1993,N/A
master._.mind,1671,N/A
pogramer,1665,No
sorry_SmartBamboo,1689,No
ABHIJEET_1125,1632,N/A
Aldiyar-S-001-26,1632,No
Hammoda,1790,No
Keaton,1801,N/A
SRIRAM5203,1717,No
Slifoor,1931,N/A
bnuM0NESY,1632,No
fluffy_stoat,1718,N/A
karan984,1802,N/A
lost_battle,1632,N/A
pwnp,1632,Yes
sam_bin_laden,1632,N/A
sannin.uchiha,1701,No
zhanghonghe2,1828,N/A
Diganta,1631,No
LYH.cpp,1646,N/A
Mr.Puuu,1631,No
Prince_Arthas,1872,N/A
XiaoTie,1631,Yes
Xiomara_YiJie,1631,No
brownfox2k6,1631,Yes
cemg,1631,N/A
og_kratosishere,1635,N/A
pixel-z,1631,No
prashantdhaka666,1631,No
rliu4936,1631,N/A
smallbrainsovamain1,1671,No
thdlrt,1631,No
zhy_learn,1631,No
Bit8,1762,N/A
Colblue,1694,No
CowwyCow,1630,N/A
J_Nas,1630,No
Part_time_Ray,1640,No
Puppeto_o,1648,No
QAQfj5,1630,No
RuEn,1736,N/A
Shenyq,1695,Yes
Sloan_oneyy,1751,N/A
TanyaCheremkhina,2088,Yes
Zzzcr,1678,N/A
_superkalu_,1630,No
edwardblue,1712,N/A
ftuknights,2109,N/A
keleita,1630,No
kulezi,2090,N/A
ladhyao,1630,N/A
oogerbooger,1752,N/A
priyanshu.p,1733,Yes
qzhwlzy,1630,No
serichaoo,1630,N/A
tt829,1712,No
17110400,1629,No
2020linweitong,1675,N/A
AleksandrSinitskiy,1629,No
Cryogenic2302,1660,N/A
FritzGeiger,1662,No
GaoKui,1629,N/A
HIT_Zero,2171,N/A
Hirro,1629,No
HyeuShogun,1673,Yes
JZWJZWJZW,1658,N/A
Kepatrik,1825,N/A
O2iginal2023,1662,N/A
Orora,1750,No
PengsenMao,2145,N/A
SoloRejudger,1670,No
Tanmay7404,1629,Yes
Zxyoul,1711,Yes
anuragjana4,1655,N/A
feeding_frenzy,1697,N/A
luowang666,1631,N/A
luvgoyal40,1629,No
not_sam_28,1687,No
sysadmin,1792,N/A
tablemoon,1847,N/A
the_polar_night,1629,N/A
vinayaksharda1501,1701,No
